Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Josilene A. Moreira,Mulher,Thiago Henrique C. Tavares,Homem,WIT
Eliane Pozzebon,Mulher,Luciana B. Frigo,Mulher,WIT
Eliane Pozzebon,Mulher,Maitê Thomazi Manenti,Mulher,WIT
Eliane Pozzebon,Mulher,Tatiana Nilson dos Santos,Mulher,WIT
Luciana B. Frigo,Mulher,Maitê Thomazi Manenti,Mulher,WIT
Luciana B. Frigo,Mulher,Tatiana Nilson dos Santos,Mulher,WIT
Maitê Thomazi Manenti,Mulher,Tatiana Nilson dos Santos,Mulher,WIT
Eliane Pozzebon,Mulher,Luciana B. Frigo,Mulher,WIT
Eliane Pozzebon,Mulher,Marcelly Homem Coelho,Mulher,WIT
Eliane Pozzebon,Mulher,Morgana Sartor,Mulher,WIT
Luciana B. Frigo,Mulher,Marcelly Homem Coelho,Mulher,WIT
Luciana B. Frigo,Mulher,Morgana Sartor,Mulher,WIT
Marcelly Homem Coelho,Mulher,Morgana Sartor,Mulher,WIT
Ana Carolina R. Soares,Mulher,Carolina C. Vieira,Mulher,WIT
Ana Carolina R. Soares,Mulher,Serena F. Ribeiro,Mulher,WIT
Carolina C. Vieira,Mulher,Serena F. Ribeiro,Mulher,WIT
Igor Santos,Homem,Luís Orleans,Homem,WEI
Igor Santos,Homem,Natália Silva,Mulher,WEI
Luís Orleans,Homem,Natália Silva,Mulher,WEI
Ageu Pacheco,Homem,Claudia Motta,Mulher,WEI
Ageu Pacheco,Homem,Daniel Menasch,Homem,WEI
Ageu Pacheco,Homem,Felipe Assis,Homem,WEI
Ageu Pacheco,Homem,Jefferson Simões,Homem,WEI
Ageu Pacheco,Homem,João Pinheiro,Homem,WEI
Ageu Pacheco,Homem,Marcus Amorim,Homem,WEI
Claudia Motta,Mulher,Daniel Menasch,Homem,WEI
Claudia Motta,Mulher,Felipe Assis,Homem,WEI
Claudia Motta,Mulher,Jefferson Simões,Homem,WEI
Claudia Motta,Mulher,João Pinheiro,Homem,WEI
Claudia Motta,Mulher,Marcus Amorim,Homem,WEI
Daniel Menasch,Homem,Felipe Assis,Homem,WEI
Daniel Menasch,Homem,Jefferson Simões,Homem,WEI
Daniel Menasch,Homem,João Pinheiro,Homem,WEI
Daniel Menasch,Homem,Marcus Amorim,Homem,WEI
Felipe Assis,Homem,Jefferson Simões,Homem,WEI
Felipe Assis,Homem,João Pinheiro,Homem,WEI
Felipe Assis,Homem,Marcus Amorim,Homem,WEI
Jefferson Simões,Homem,João Pinheiro,Homem,WEI
Jefferson Simões,Homem,Marcus Amorim,Homem,WEI
João Pinheiro,Homem,Marcus Amorim,Homem,WEI
Celciane Alves Vasconcelos,Mulher,Edio Roberto Manfio,Homem,SEMISH
Celciane Alves Vasconcelos,Mulher,Fabiane Cristina Altino,Mulher,SEMISH
Celciane Alves Vasconcelos,Mulher,Fábio Carlos Moreno,Homem,SEMISH
Celciane Alves Vasconcelos,Mulher,Marcelo Ozawa de Sousa,Homem,SEMISH
Celciane Alves Vasconcelos,Mulher,Maria Renata de Mira Gobbo,Mulher,SEMISH
Edio Roberto Manfio,Homem,Fabiane Cristina Altino,Mulher,SEMISH
Edio Roberto Manfio,Homem,Fábio Carlos Moreno,Homem,SEMISH
Edio Roberto Manfio,Homem,Marcelo Ozawa de Sousa,Homem,SEMISH
Edio Roberto Manfio,Homem,Maria Renata de Mira Gobbo,Mulher,SEMISH
Fabiane Cristina Altino,Mulher,Fábio Carlos Moreno,Homem,SEMISH
Fabiane Cristina Altino,Mulher,Marcelo Ozawa de Sousa,Homem,SEMISH
Fabiane Cristina Altino,Mulher,Maria Renata de Mira Gobbo,Mulher,SEMISH
Fábio Carlos Moreno,Homem,Marcelo Ozawa de Sousa,Homem,SEMISH
Fábio Carlos Moreno,Homem,Maria Renata de Mira Gobbo,Mulher,SEMISH
Marcelo Ozawa de Sousa,Homem,Maria Renata de Mira Gobbo,Mulher,SEMISH
Cristiano Maciel,Homem,Karen da Silva Figueiredo Medeiros Ribeiro,Mulher,WIT
Ana M. Pernas,Mulher,André Du Bois,Homem,WEI
Ana M. Pernas,Mulher,Clause de Brum Piana,Mulher,WEI
Ana M. Pernas,Mulher,Luciana Foss,Mulher,WEI
Ana M. Pernas,Mulher,Marilton S. de Aguiar,Homem,WEI
Ana M. Pernas,Mulher,Renata H. S. Reiser,Mulher,WEI
Ana M. Pernas,Mulher,Simone A. C. Cavalheiro,Mulher,WEI
Ana M. Pernas,Mulher,Yuri Weisshahn,Homem,WEI
André Du Bois,Homem,Clause de Brum Piana,Mulher,WEI
André Du Bois,Homem,Luciana Foss,Mulher,WEI
André Du Bois,Homem,Marilton S. de Aguiar,Homem,WEI
André Du Bois,Homem,Renata H. S. Reiser,Mulher,WEI
André Du Bois,Homem,Simone A. C. Cavalheiro,Mulher,WEI
André Du Bois,Homem,Yuri Weisshahn,Homem,WEI
Clause de Brum Piana,Mulher,Luciana Foss,Mulher,WEI
Clause de Brum Piana,Mulher,Marilton S. de Aguiar,Homem,WEI
Clause de Brum Piana,Mulher,Renata H. S. Reiser,Mulher,WEI
Clause de Brum Piana,Mulher,Simone A. C. Cavalheiro,Mulher,WEI
Clause de Brum Piana,Mulher,Yuri Weisshahn,Homem,WEI
Luciana Foss,Mulher,Marilton S. de Aguiar,Homem,WEI
Luciana Foss,Mulher,Renata H. S. Reiser,Mulher,WEI
Luciana Foss,Mulher,Simone A. C. Cavalheiro,Mulher,WEI
Luciana Foss,Mulher,Yuri Weisshahn,Homem,WEI
Marilton S. de Aguiar,Homem,Renata H. S. Reiser,Mulher,WEI
Marilton S. de Aguiar,Homem,Simone A. C. Cavalheiro,Mulher,WEI
Marilton S. de Aguiar,Homem,Yuri Weisshahn,Homem,WEI
Renata H. S. Reiser,Mulher,Simone A. C. Cavalheiro,Mulher,WEI
Renata H. S. Reiser,Mulher,Yuri Weisshahn,Homem,WEI
Simone A. C. Cavalheiro,Mulher,Yuri Weisshahn,Homem,WEI
Carolina Riente de Andrade,Mulher,Suzy Santiago,Mulher,WIT
Agatha Alves Martins Rodrigues,Mulher,Ariadna Carreiro de Miranda,Mulher,WIT
Agatha Alves Martins Rodrigues,Mulher,Claudia Sousa Barbosa,Mulher,WIT
Agatha Alves Martins Rodrigues,Mulher,Lucas Lima Sousa Torres,Homem,WIT
Agatha Alves Martins Rodrigues,Mulher,Maria Rodrigues Gomes,Mulher,WIT
Agatha Alves Martins Rodrigues,Mulher,Simone de Oliveira Santos,Mulher,WIT
Ariadna Carreiro de Miranda,Mulher,Claudia Sousa Barbosa,Mulher,WIT
Ariadna Carreiro de Miranda,Mulher,Lucas Lima Sousa Torres,Homem,WIT
Ariadna Carreiro de Miranda,Mulher,Maria Rodrigues Gomes,Mulher,WIT
Ariadna Carreiro de Miranda,Mulher,Simone de Oliveira Santos,Mulher,WIT
Claudia Sousa Barbosa,Mulher,Lucas Lima Sousa Torres,Homem,WIT
Claudia Sousa Barbosa,Mulher,Maria Rodrigues Gomes,Mulher,WIT
Claudia Sousa Barbosa,Mulher,Simone de Oliveira Santos,Mulher,WIT
Lucas Lima Sousa Torres,Homem,Maria Rodrigues Gomes,Mulher,WIT
Lucas Lima Sousa Torres,Homem,Simone de Oliveira Santos,Mulher,WIT
Maria Rodrigues Gomes,Mulher,Simone de Oliveira Santos,Mulher,WIT
Alexandre P. Züge,Homem,Carlos R. Beleti Junior,Homem,WEI
Alexandre P. Züge,Homem,Marcelo Valério,Homem,WEI
Alexandre P. Züge,Homem,Maytê G. C. Bezerra,Mulher,WEI
Alexandre P. Züge,Homem,Robertino M. Santiago Junior,Homem,WEI
Carlos R. Beleti Junior,Homem,Marcelo Valério,Homem,WEI
Carlos R. Beleti Junior,Homem,Maytê G. C. Bezerra,Mulher,WEI
Carlos R. Beleti Junior,Homem,Robertino M. Santiago Junior,Homem,WEI
Marcelo Valério,Homem,Maytê G. C. Bezerra,Mulher,WEI
Marcelo Valério,Homem,Robertino M. Santiago Junior,Homem,WEI
Maytê G. C. Bezerra,Mulher,Robertino M. Santiago Junior,Homem,WEI
Jefferson de Oliveira Chaves,Homem,Leandro Marcos Salgado Alves,Homem,ENCompIF
Jefferson de Oliveira Chaves,Homem,Michel Luís Rohr,Homem,ENCompIF
Leandro Marcos Salgado Alves,Homem,Michel Luís Rohr,Homem,ENCompIF
César Perdigão Batista,Homem,Everton Cavalcante,Homem,SBCUP
César Perdigão Batista,Homem,Pedro Victor Silva,Homem,SBCUP
César Perdigão Batista,Homem,Thais Batista,Mulher,SBCUP
Everton Cavalcante,Homem,Pedro Victor Silva,Homem,SBCUP
Everton Cavalcante,Homem,Thais Batista,Mulher,SBCUP
Pedro Victor Silva,Homem,Thais Batista,Mulher,SBCUP
Christiane Pereira,Mulher,Everton Oliveira,Homem,WASHES
Christiane Pereira,Mulher,Henrique Ferreira,Homem,WASHES
Christiane Pereira,Mulher,Joelson Araújo,Homem,WASHES
Christiane Pereira,Mulher,Patricia Moser,Mulher,WASHES
Everton Oliveira,Homem,Henrique Ferreira,Homem,WASHES
Everton Oliveira,Homem,Joelson Araújo,Homem,WASHES
Everton Oliveira,Homem,Patricia Moser,Mulher,WASHES
Henrique Ferreira,Homem,Joelson Araújo,Homem,WASHES
Henrique Ferreira,Homem,Patricia Moser,Mulher,WASHES
Joelson Araújo,Homem,Patricia Moser,Mulher,WASHES
Efrem E. O. Lousada,Homem,Raquel A. F. Mini,Mulher,SBCUP
Ana Julia Alves,Mulher,Wesley Folly Volotão de Souza,Homem,ENCompIF
Roberta L. Gomes,Mulher,Sérgio A. A. de Freitas,Homem,WEI
Roberta L. Gomes,Mulher,Vinícius F. S. Mota,Homem,WEI
Sérgio A. A. de Freitas,Homem,Vinícius F. S. Mota,Homem,WEI
Anna Beatriz Rosangela Marques,Mulher,Kalinka Castelo Branco,Mulher,WIT
Anna Beatriz Rosangela Marques,Mulher,Maria Victoria Soares Fiori,Mulher,WIT
Anna Beatriz Rosangela Marques,Mulher,Marina da Silva Rocha,Mulher,WIT
Kalinka Castelo Branco,Mulher,Maria Victoria Soares Fiori,Mulher,WIT
Kalinka Castelo Branco,Mulher,Marina da Silva Rocha,Mulher,WIT
Maria Victoria Soares Fiori,Mulher,Marina da Silva Rocha,Mulher,WIT
André Barreto,Homem,Felipe Oliveira,Homem,WPerformance
André Barreto,Homem,Jean Araújo,Homem,WPerformance
André Barreto,Homem,Luan Lins,Homem,WPerformance
Felipe Oliveira,Homem,Jean Araújo,Homem,WPerformance
Felipe Oliveira,Homem,Luan Lins,Homem,WPerformance
Jean Araújo,Homem,Luan Lins,Homem,WPerformance
Alexandre da Rosa,Homem,Andreia de Jesus,Mulher,WEI
Alexandre da Rosa,Homem,Gabriel Vaz Igarashi,Homem,WEI
Alexandre da Rosa,Homem,Vinicius Struginski Pereira,Homem,WEI
Andreia de Jesus,Mulher,Gabriel Vaz Igarashi,Homem,WEI
Andreia de Jesus,Mulher,Vinicius Struginski Pereira,Homem,WEI
Gabriel Vaz Igarashi,Homem,Vinicius Struginski Pereira,Homem,WEI
Fabrício Pinto,Homem,Paulo Silva,Homem,WEI
Fabrício Pinto,Homem,Rafael Queiroz,Homem,WEI
Paulo Silva,Homem,Rafael Queiroz,Homem,WEI
Eduardo Figueiredo,Homem,Marina Gabriela do Amaral Santos,Mulher,WASHES
Eduardo Figueiredo,Homem,Mauricio R de A Souza,Homem,WASHES
Marina Gabriela do Amaral Santos,Mulher,Mauricio R de A Souza,Homem,WASHES
Flávio K. Miyazawa,Homem,Francisco J. M. Silva,Homem,ETC
Flávio K. Miyazawa,Homem,Rafael C. S. Schoeury,Homem,ETC
Francisco J. M. Silva,Homem,Rafael C. S. Schoeury,Homem,ETC
Lucas Akayama Vilhagra,Homem,Luciana Montera,Mulher,ETC
Lucas Akayama Vilhagra,Homem,Tainá Raiol,Mulher,ETC
Luciana Montera,Mulher,Tainá Raiol,Mulher,ETC
Danielle Martins,Mulher,Fábio Oliveira,Homem,WEI
Danielle Martins,Mulher,Jamille Silva,Mulher,WEI
Fábio Oliveira,Homem,Jamille Silva,Mulher,WEI
Eliana Almeida,Mulher,Ester de Lima Pontes Andrade,Mulher,WIT
Eliana Almeida,Mulher,Kamila Almeida Benevides,Mulher,WIT
Eliana Almeida,Mulher,Kelly Bianca Araujo Silva,Mulher,WIT
Eliana Almeida,Mulher,Letícia Medeiros,Mulher,WIT
Eliana Almeida,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Eliana Almeida,Mulher,Natália de Assis Sousa,Mulher,WIT
Eliana Almeida,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Kamila Almeida Benevides,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Kelly Bianca Araujo Silva,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Letícia Medeiros,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Natália de Assis Sousa,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Kamila Almeida Benevides,Mulher,Kelly Bianca Araujo Silva,Mulher,WIT
Kamila Almeida Benevides,Mulher,Letícia Medeiros,Mulher,WIT
Kamila Almeida Benevides,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Kamila Almeida Benevides,Mulher,Natália de Assis Sousa,Mulher,WIT
Kamila Almeida Benevides,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Letícia Medeiros,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Natália de Assis Sousa,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Letícia Medeiros,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Letícia Medeiros,Mulher,Natália de Assis Sousa,Mulher,WIT
Letícia Medeiros,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Luana Júlia Nunes Ferreira,Mulher,Natália de Assis Sousa,Mulher,WIT
Luana Júlia Nunes Ferreira,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Natália de Assis Sousa,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Juliana F. Borin,Mulher,Luís E. T. Forquesato,Homem,WEI
Claiton Correa,Homem,Fernando Oliveira,Homem,ENCompIF
Claiton Correa,Homem,Joaquim Assunção,Homem,ENCompIF
Fernando Oliveira,Homem,Joaquim Assunção,Homem,ENCompIF
Josaine Pinheiro,Mulher,Mateus Raeder,Homem,WEI
Josaine Pinheiro,Mulher,Mônica Py,Mulher,WEI
Josaine Pinheiro,Mulher,Sandro Rigo,Homem,WEI
Mateus Raeder,Homem,Mônica Py,Mulher,WEI
Mateus Raeder,Homem,Sandro Rigo,Homem,WEI
Mônica Py,Mulher,Sandro Rigo,Homem,WEI
Juventino Neto,Homem,Ricardo Terra,Homem,WEI
Alzira Ferreira da Silva,Mulher,Antônio Cezar de Castro Lima,Homem,WEI
Alzira Ferreira da Silva,Mulher,João Vitor Ferraz,Homem,WEI
Alzira Ferreira da Silva,Mulher,Matheus Lima Viana,Homem,WEI
Alzira Ferreira da Silva,Mulher,Maísa Soares dos Santos Lopes,Mulher,WEI
Alzira Ferreira da Silva,Mulher,Rodrigo Silva Lima,Homem,WEI
Alzira Ferreira da Silva,Mulher,Roque Mendes Prado Trindade,Homem,WEI
Antônio Cezar de Castro Lima,Homem,João Vitor Ferraz,Homem,WEI
Antônio Cezar de Castro Lima,Homem,Matheus Lima Viana,Homem,WEI
Antônio Cezar de Castro Lima,Homem,Maísa Soares dos Santos Lopes,Mulher,WEI
Antônio Cezar de Castro Lima,Homem,Rodrigo Silva Lima,Homem,WEI
Antônio Cezar de Castro Lima,Homem,Roque Mendes Prado Trindade,Homem,WEI
João Vitor Ferraz,Homem,Matheus Lima Viana,Homem,WEI
João Vitor Ferraz,Homem,Maísa Soares dos Santos Lopes,Mulher,WEI
João Vitor Ferraz,Homem,Rodrigo Silva Lima,Homem,WEI
João Vitor Ferraz,Homem,Roque Mendes Prado Trindade,Homem,WEI
Matheus Lima Viana,Homem,Maísa Soares dos Santos Lopes,Mulher,WEI
Matheus Lima Viana,Homem,Rodrigo Silva Lima,Homem,WEI
Matheus Lima Viana,Homem,Roque Mendes Prado Trindade,Homem,WEI
Maísa Soares dos Santos Lopes,Mulher,Rodrigo Silva Lima,Homem,WEI
Maísa Soares dos Santos Lopes,Mulher,Roque Mendes Prado Trindade,Homem,WEI
Rodrigo Silva Lima,Homem,Roque Mendes Prado Trindade,Homem,WEI
Diego F. Silva,Homem,Gustavo E. A. P. A. Batista,Homem,CTD
Adiel de Almeida Filho,Homem,Diogo Lima Silva,Homem,SEMISH
Adiel de Almeida Filho,Homem,Julio Cezar Silva,Homem,SEMISH
Diogo Lima Silva,Homem,Julio Cezar Silva,Homem,SEMISH
Airon dos Santos,Homem,Fábio Gomes,Homem,ENCompIF
Ana Elisa Schmidt,Mulher,Mozara Dias Koehler,Mulher,WIT
Heloneida Coelho,Mulher,Olavo Brito Neto,Homem,ENCompIF
Manoel Campêlo,Homem,Pablo Luiz B. Soares,Homem,ETC
Cândida Nunes da Silva,Mulher,Orlando Lee,Homem,ETC
Cândida Nunes da Silva,Mulher,Vinícius de Souza Carvalho,Homem,ETC
Orlando Lee,Homem,Vinícius de Souza Carvalho,Homem,ETC
Cândida Nunes da Silva,Mulher,Lucas Rigo Yoshimura,Homem,CTIC
Cândida Nunes da Silva,Mulher,Maycon Sambinelli,Homem,CTIC
Cândida Nunes da Silva,Mulher,Orlando Lee,Homem,CTIC
Lucas Rigo Yoshimura,Homem,Maycon Sambinelli,Homem,CTIC
Lucas Rigo Yoshimura,Homem,Orlando Lee,Homem,CTIC
Maycon Sambinelli,Homem,Orlando Lee,Homem,CTIC
Ana Alencar,Mulher,Anna Marques,Mulher,WIT
Ana Alencar,Mulher,Karina Branco,Mulher,WIT
Ana Alencar,Mulher,Maria Mendes,Mulher,WIT
Ana Alencar,Mulher,Valéria Pinheiro,Mulher,WIT
Anna Marques,Mulher,Karina Branco,Mulher,WIT
Anna Marques,Mulher,Maria Mendes,Mulher,WIT
Anna Marques,Mulher,Valéria Pinheiro,Mulher,WIT
Karina Branco,Mulher,Maria Mendes,Mulher,WIT
Karina Branco,Mulher,Valéria Pinheiro,Mulher,WIT
Maria Mendes,Mulher,Valéria Pinheiro,Mulher,WIT
Alexandre Costa,Homem,Flávia Delicato,Mulher,SBCUP
Alexandre Costa,Homem,Jose Souza,Homem,SBCUP
Flávia Delicato,Mulher,Jose Souza,Homem,SBCUP
Cristiano Politowski,Homem,Gabriel Freytag,Homem,WPerformance
Cristiano Politowski,Homem,Lisandra Fontoura,Mulher,WPerformance
Cristiano Politowski,Homem,Vinícius Maran,Homem,WPerformance
Gabriel Freytag,Homem,Lisandra Fontoura,Mulher,WPerformance
Gabriel Freytag,Homem,Vinícius Maran,Homem,WPerformance
Lisandra Fontoura,Mulher,Vinícius Maran,Homem,WPerformance
Evilasio Costa Junior,Homem,Leonardo Rocha,Homem,SBCUP
Evilasio Costa Junior,Homem,Rafael Gomes,Homem,SBCUP
Evilasio Costa Junior,Homem,Rossana Andrade,Mulher,SBCUP
Leonardo Rocha,Homem,Rafael Gomes,Homem,SBCUP
Leonardo Rocha,Homem,Rossana Andrade,Mulher,SBCUP
Rafael Gomes,Homem,Rossana Andrade,Mulher,SBCUP
Andrea Schwertner Charão,Mulher,Cassiano Andrei Dias da Silveira Schneider,Homem,WEI
Andrea Schwertner Charão,Mulher,Rafael Gauna Trindade,Homem,WEI
Cassiano Andrei Dias da Silveira Schneider,Homem,Rafael Gauna Trindade,Homem,WEI
Davi Monteiro Barbosa,Homem,Evilásio Costa Júnior,Homem,SBCUP
Davi Monteiro Barbosa,Homem,Paulo Henrique Mendes Maia,Homem,SBCUP
Evilásio Costa Júnior,Homem,Paulo Henrique Mendes Maia,Homem,SBCUP
Ana Carla Kruger Leite,Mulher,Cibelle Amorim Martins,Mulher,WIT
Ana Carla Kruger Leite,Mulher,Clara Marques Bodart,Mulher,WIT
Ana Carla Kruger Leite,Mulher,Márcia Gonçalves Oliveira,Mulher,WIT
Ana Carla Kruger Leite,Mulher,Soraya Roberta dos Santos Medeiros,Mulher,WIT
Cibelle Amorim Martins,Mulher,Clara Marques Bodart,Mulher,WIT
Cibelle Amorim Martins,Mulher,Márcia Gonçalves Oliveira,Mulher,WIT
Cibelle Amorim Martins,Mulher,Soraya Roberta dos Santos Medeiros,Mulher,WIT
Clara Marques Bodart,Mulher,Márcia Gonçalves Oliveira,Mulher,WIT
Clara Marques Bodart,Mulher,Soraya Roberta dos Santos Medeiros,Mulher,WIT
Márcia Gonçalves Oliveira,Mulher,Soraya Roberta dos Santos Medeiros,Mulher,WIT
Ronney Moreira de Castro,Homem,Tadeu Moreira de Classe,Homem,WEI
Ewerton Andrade,Homem,Marcos A. Simplicio Junior,Homem,CTD
Maria Luíza López Cruz,Mulher,Raquel Souza Francisco Bravo,Mulher,ETC
Adler Diniz de Souza,Homem,Rodrigo Duarte Seabra,Homem,WEI
Adler Diniz de Souza,Homem,Sara Midori Mendes Tomisaki,Mulher,WEI
Rodrigo Duarte Seabra,Homem,Sara Midori Mendes Tomisaki,Mulher,WEI
Ernane Martins,Homem,Luís Gouveia,Homem,WEI
Diego P. P. Mesquita,Homem,João P. P. Gomes,Homem,CTD
Ayslan Trevizan Possebom,Homem,Carlos Roberto Beleti Junior,Homem,WEI
Ayslan Trevizan Possebom,Homem,César Alberto da Silva,Homem,WEI
Ayslan Trevizan Possebom,Homem,Daniela Eloise Flôr,Mulher,WEI
Ayslan Trevizan Possebom,Homem,Eduardo Henrique Molina da Cruz,Homem,WEI
Ayslan Trevizan Possebom,Homem,Paulo César Gonçalves,Homem,WEI
Ayslan Trevizan Possebom,Homem,Rodrigo Hübner,Homem,WEI
Carlos Roberto Beleti Junior,Homem,César Alberto da Silva,Homem,WEI
Carlos Roberto Beleti Junior,Homem,Daniela Eloise Flôr,Mulher,WEI
Carlos Roberto Beleti Junior,Homem,Eduardo Henrique Molina da Cruz,Homem,WEI
Carlos Roberto Beleti Junior,Homem,Paulo César Gonçalves,Homem,WEI
Carlos Roberto Beleti Junior,Homem,Rodrigo Hübner,Homem,WEI
César Alberto da Silva,Homem,Daniela Eloise Flôr,Mulher,WEI
César Alberto da Silva,Homem,Eduardo Henrique Molina da Cruz,Homem,WEI
César Alberto da Silva,Homem,Paulo César Gonçalves,Homem,WEI
César Alberto da Silva,Homem,Rodrigo Hübner,Homem,WEI
Daniela Eloise Flôr,Mulher,Eduardo Henrique Molina da Cruz,Homem,WEI
Daniela Eloise Flôr,Mulher,Paulo César Gonçalves,Homem,WEI
Daniela Eloise Flôr,Mulher,Rodrigo Hübner,Homem,WEI
Eduardo Henrique Molina da Cruz,Homem,Paulo César Gonçalves,Homem,WEI
Eduardo Henrique Molina da Cruz,Homem,Rodrigo Hübner,Homem,WEI
Paulo César Gonçalves,Homem,Rodrigo Hübner,Homem,WEI
Beatriz T. Andrade,Mulher,Carolina S. Louzada,Mulher,WIT
Beatriz T. Andrade,Mulher,Edilayne M. Salgueiro,Mulher,WIT
Beatriz T. Andrade,Mulher,Maria Augusta S. N. Nunes,Mulher,WIT
Beatriz T. Andrade,Mulher,Patricia S. de Lima,Mulher,WIT
Beatriz T. Andrade,Mulher,Raquel M. C. T. Figueiredo,Mulher,WIT
Carolina S. Louzada,Mulher,Edilayne M. Salgueiro,Mulher,WIT
Carolina S. Louzada,Mulher,Maria Augusta S. N. Nunes,Mulher,WIT
Carolina S. Louzada,Mulher,Patricia S. de Lima,Mulher,WIT
Carolina S. Louzada,Mulher,Raquel M. C. T. Figueiredo,Mulher,WIT
Edilayne M. Salgueiro,Mulher,Maria Augusta S. N. Nunes,Mulher,WIT
Edilayne M. Salgueiro,Mulher,Patricia S. de Lima,Mulher,WIT
Edilayne M. Salgueiro,Mulher,Raquel M. C. T. Figueiredo,Mulher,WIT
Maria Augusta S. N. Nunes,Mulher,Patricia S. de Lima,Mulher,WIT
Maria Augusta S. N. Nunes,Mulher,Raquel M. C. T. Figueiredo,Mulher,WIT
Patricia S. de Lima,Mulher,Raquel M. C. T. Figueiredo,Mulher,WIT
Beatriz T. Andrade,Mulher,Carolina S. Louzada,Mulher,WIT
Beatriz T. Andrade,Mulher,Edilayne M. Salgueiro,Mulher,WIT
Beatriz T. Andrade,Mulher,Maria Augusta S. N. Nunes,Mulher,WIT
Beatriz T. Andrade,Mulher,Patricia S. de Lima,Mulher,WIT
Beatriz T. Andrade,Mulher,Raquel M. C. T. Figueiredo,Mulher,WIT
Carolina S. Louzada,Mulher,Edilayne M. Salgueiro,Mulher,WIT
Carolina S. Louzada,Mulher,Maria Augusta S. N. Nunes,Mulher,WIT
Carolina S. Louzada,Mulher,Patricia S. de Lima,Mulher,WIT
Carolina S. Louzada,Mulher,Raquel M. C. T. Figueiredo,Mulher,WIT
Edilayne M. Salgueiro,Mulher,Maria Augusta S. N. Nunes,Mulher,WIT
Edilayne M. Salgueiro,Mulher,Patricia S. de Lima,Mulher,WIT
Edilayne M. Salgueiro,Mulher,Raquel M. C. T. Figueiredo,Mulher,WIT
Maria Augusta S. N. Nunes,Mulher,Patricia S. de Lima,Mulher,WIT
Maria Augusta S. N. Nunes,Mulher,Raquel M. C. T. Figueiredo,Mulher,WIT
Patricia S. de Lima,Mulher,Raquel M. C. T. Figueiredo,Mulher,WIT
Marcia E. J. Kniphoff da Cruz,Mulher,Michel Girotto Brum,Homem,WEI
Ana Cecília M. de Melo,Mulher,Glaucia M. M. Campos,Mulher,WIT
Anderson Stochero,Homem,André Pereira,Mulher,ENCompIF
Anderson Stochero,Homem,Bruna Kopplin,Mulher,ENCompIF
Anderson Stochero,Homem,Cristiane Stamberg,Mulher,ENCompIF
André Pereira,Mulher,Bruna Kopplin,Mulher,ENCompIF
André Pereira,Mulher,Cristiane Stamberg,Mulher,ENCompIF
Bruna Kopplin,Mulher,Cristiane Stamberg,Mulher,ENCompIF
Denis Rosário,Homem,Eduardo Cerqueira,Homem,WPerformance
Denis Rosário,Homem,Leandro A. Villas,Homem,WPerformance
Denis Rosário,Homem,Wellington Lobato Junior,Homem,WPerformance
Eduardo Cerqueira,Homem,Leandro A. Villas,Homem,WPerformance
Eduardo Cerqueira,Homem,Wellington Lobato Junior,Homem,WPerformance
Leandro A. Villas,Homem,Wellington Lobato Junior,Homem,WPerformance
Hilton José Silva de Azevedo,Homem,Robinson Vida Noronha,Homem,WEI
Allan Thales Ramos de Oliveira,Homem,Ana Carolina Cerqueira Ferreira,Mulher,WIT
Allan Thales Ramos de Oliveira,Homem,Débora Abdalla Santos,Mulher,WIT
Allan Thales Ramos de Oliveira,Homem,Ecivaldo de Souza Matos,Homem,WIT
Allan Thales Ramos de Oliveira,Homem,Juliana M. Oliveira dos Santos,Mulher,WIT
Ana Carolina Cerqueira Ferreira,Mulher,Débora Abdalla Santos,Mulher,WIT
Ana Carolina Cerqueira Ferreira,Mulher,Ecivaldo de Souza Matos,Homem,WIT
Ana Carolina Cerqueira Ferreira,Mulher,Juliana M. Oliveira dos Santos,Mulher,WIT
Débora Abdalla Santos,Mulher,Ecivaldo de Souza Matos,Homem,WIT
Débora Abdalla Santos,Mulher,Juliana M. Oliveira dos Santos,Mulher,WIT
Ecivaldo de Souza Matos,Homem,Juliana M. Oliveira dos Santos,Mulher,WIT
