Autor1,Gênero_Autor1,Autor2,Gênero_Autor2,Evento
Daniela Eloise Flôr,Mulher,Eduardo Henrique Molina da Cruz,Homem,WIT
Christiane Pereira,Mulher,Everton Oliveira,Homem,WASHES
Christiane Pereira,Mulher,Henrique Ferreira,Homem,WASHES
Christiane Pereira,Mulher,Joelson Araújo,Homem,WASHES
Christiane Pereira,Mulher,Patricia Moser,Mulher,WASHES
Everton Oliveira,Homem,Henrique Ferreira,Homem,WASHES
Everton Oliveira,Homem,Joelson Araújo,Homem,WASHES
Everton Oliveira,Homem,Patricia Moser,Mulher,WASHES
Henrique Ferreira,Homem,Joelson Araújo,Homem,WASHES
Henrique Ferreira,Homem,Patricia Moser,Mulher,WASHES
Joelson Araújo,Homem,Patricia Moser,Mulher,WASHES
Brena Santos,Mulher,Francisco Airton Silva,Homem,SBCUP
Brena Santos,Mulher,Lucas Santos,Homem,SBCUP
Francisco Airton Silva,Homem,Lucas Santos,Homem,SBCUP
Ana Julia Alves,Mulher,Wesley Folly Volotão de Souza,Homem,ENCompIF
Roberta L. Gomes,Mulher,Sérgio A. A. de Freitas,Homem,WEI
Roberta L. Gomes,Mulher,Vinícius F. S. Mota,Homem,WEI
Sérgio A. A. de Freitas,Homem,Vinícius F. S. Mota,Homem,WEI
Anna Beatriz Rosangela Marques,Mulher,Karina Castelo Branco,Mulher,WIT
Anna Beatriz Rosangela Marques,Mulher,Maria Victoria Soares Fiori,Mulher,WIT
Anna Beatriz Rosangela Marques,Mulher,Marina da Silva Rocha,Mulher,WIT
Karina Castelo Branco,Mulher,Maria Victoria Soares Fiori,Mulher,WIT
Karina Castelo Branco,Mulher,Marina da Silva Rocha,Mulher,WIT
Maria Victoria Soares Fiori,Mulher,Marina da Silva Rocha,Mulher,WIT
Luciana Chueri,Mulher,Mariana Pinheiro,Mulher,WASHES
Luciana Chueri,Mulher,Rodrigo Pereira dos Santos,Homem,WASHES
Mariana Pinheiro,Mulher,Rodrigo Pereira dos Santos,Homem,WASHES
Larissa M. R. Alves,Mulher,Samara Martins Nascimento,Mulher,WIT
Larissa M. R. Alves,Mulher,Veronica M. L. Silva,Mulher,WIT
Samara Martins Nascimento,Mulher,Veronica M. L. Silva,Mulher,WIT
João Paulo de S. Rodrigues,Homem,Kleverton Robson da Silva Cordovil,Homem,SEMISH
João Paulo de S. Rodrigues,Homem,Orlando Shigueo Ohashi Junior,Homem,SEMISH
João Paulo de S. Rodrigues,Homem,Renato Hidaka Torres,Homem,SEMISH
Kleverton Robson da Silva Cordovil,Homem,Orlando Shigueo Ohashi Junior,Homem,SEMISH
Kleverton Robson da Silva Cordovil,Homem,Renato Hidaka Torres,Homem,SEMISH
Orlando Shigueo Ohashi Junior,Homem,Renato Hidaka Torres,Homem,SEMISH
André Barreto,Homem,Felipe Oliveira,Homem,WPerformance
André Barreto,Homem,Jean Araújo,Homem,WPerformance
André Barreto,Homem,Luan Lins,Homem,WPerformance
Felipe Oliveira,Homem,Jean Araújo,Homem,WPerformance
Felipe Oliveira,Homem,Luan Lins,Homem,WPerformance
Jean Araújo,Homem,Luan Lins,Homem,WPerformance
André Soares,Homem,Brena Santos,Mulher,WPerformance
André Soares,Homem,Francisco Airton Silva,Homem,WPerformance
Brena Santos,Mulher,Francisco Airton Silva,Homem,WPerformance
Alexandre da Rosa,Homem,Andreia de Jesus,Mulher,WEI
Alexandre da Rosa,Homem,Gabriel Vaz Igarashi,Homem,WEI
Alexandre da Rosa,Homem,Vinicius Struginski Pereira,Homem,WEI
Andreia de Jesus,Mulher,Gabriel Vaz Igarashi,Homem,WEI
Andreia de Jesus,Mulher,Vinicius Struginski Pereira,Homem,WEI
Gabriel Vaz Igarashi,Homem,Vinicius Struginski Pereira,Homem,WEI
Fabrício Pinto,Homem,Paulo Silva,Homem,WEI
Fabrício Pinto,Homem,Rafael Queiroz,Homem,WEI
Paulo Silva,Homem,Rafael Queiroz,Homem,WEI
Ivyna Rayany Santino Alves,Mulher,Luciana Gomes,Mulher,WIT
Ivyna Rayany Santino Alves,Mulher,Marcella Medeiros Siqueira C. de Almeida,Mulher,WIT
Ivyna Rayany Santino Alves,Mulher,Vanessa Dantas,Mulher,WIT
Luciana Gomes,Mulher,Marcella Medeiros Siqueira C. de Almeida,Mulher,WIT
Luciana Gomes,Mulher,Vanessa Dantas,Mulher,WIT
Marcella Medeiros Siqueira C. de Almeida,Mulher,Vanessa Dantas,Mulher,WIT
Edleno Silva de Moura,Homem,Gabriel Jordão,Homem,SEMISH
Edleno Silva de Moura,Homem,Gustavo Barreto Maia,Homem,SEMISH
Edleno Silva de Moura,Homem,Rafael Costa,Homem,SEMISH
Gabriel Jordão,Homem,Gustavo Barreto Maia,Homem,SEMISH
Gabriel Jordão,Homem,Rafael Costa,Homem,SEMISH
Gustavo Barreto Maia,Homem,Rafael Costa,Homem,SEMISH
Danielle Martins,Mulher,Fábio Oliveira,Homem,WEI
Danielle Martins,Mulher,Jamille Silva,Mulher,WEI
Fábio Oliveira,Homem,Jamille Silva,Mulher,WEI
Ana Carolina Nesso Guedes,Mulher,Eliana Almeida,Mulher,WIT
Ana Carolina Nesso Guedes,Mulher,Ester de Lima Pontes Andrade,Mulher,WIT
Ana Carolina Nesso Guedes,Mulher,Kamila Almeida Benevides,Mulher,WIT
Ana Carolina Nesso Guedes,Mulher,Kelly Bianca Araujo Silva,Mulher,WIT
Ana Carolina Nesso Guedes,Mulher,Lilian Giselly Pereira Santos,Mulher,WIT
Ana Carolina Nesso Guedes,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Ana Carolina Nesso Guedes,Mulher,Natália de Assis Sousa,Mulher,WIT
Ana Carolina Nesso Guedes,Mulher,Rebeca de Jesus Brandão,Mulher,WIT
Eliana Almeida,Mulher,Ester de Lima Pontes Andrade,Mulher,WIT
Eliana Almeida,Mulher,Kamila Almeida Benevides,Mulher,WIT
Eliana Almeida,Mulher,Kelly Bianca Araujo Silva,Mulher,WIT
Eliana Almeida,Mulher,Lilian Giselly Pereira Santos,Mulher,WIT
Eliana Almeida,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Eliana Almeida,Mulher,Natália de Assis Sousa,Mulher,WIT
Eliana Almeida,Mulher,Rebeca de Jesus Brandão,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Kamila Almeida Benevides,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Kelly Bianca Araujo Silva,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Lilian Giselly Pereira Santos,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Natália de Assis Sousa,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Rebeca de Jesus Brandão,Mulher,WIT
Kamila Almeida Benevides,Mulher,Kelly Bianca Araujo Silva,Mulher,WIT
Kamila Almeida Benevides,Mulher,Lilian Giselly Pereira Santos,Mulher,WIT
Kamila Almeida Benevides,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Kamila Almeida Benevides,Mulher,Natália de Assis Sousa,Mulher,WIT
Kamila Almeida Benevides,Mulher,Rebeca de Jesus Brandão,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Lilian Giselly Pereira Santos,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Natália de Assis Sousa,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Rebeca de Jesus Brandão,Mulher,WIT
Lilian Giselly Pereira Santos,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Lilian Giselly Pereira Santos,Mulher,Natália de Assis Sousa,Mulher,WIT
Lilian Giselly Pereira Santos,Mulher,Rebeca de Jesus Brandão,Mulher,WIT
Luana Júlia Nunes Ferreira,Mulher,Natália de Assis Sousa,Mulher,WIT
Luana Júlia Nunes Ferreira,Mulher,Rebeca de Jesus Brandão,Mulher,WIT
Natália de Assis Sousa,Mulher,Rebeca de Jesus Brandão,Mulher,WIT
Eliana Almeida,Mulher,Ester de Lima Pontes Andrade,Mulher,WIT
Eliana Almeida,Mulher,Kamila Almeida Benevides,Mulher,WIT
Eliana Almeida,Mulher,Kelly Bianca Araujo Silva,Mulher,WIT
Eliana Almeida,Mulher,Letícia Medeiros,Mulher,WIT
Eliana Almeida,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Eliana Almeida,Mulher,Natália de Assis Sousa,Mulher,WIT
Eliana Almeida,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Kamila Almeida Benevides,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Kelly Bianca Araujo Silva,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Letícia Medeiros,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Natália de Assis Sousa,Mulher,WIT
Ester de Lima Pontes Andrade,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Kamila Almeida Benevides,Mulher,Kelly Bianca Araujo Silva,Mulher,WIT
Kamila Almeida Benevides,Mulher,Letícia Medeiros,Mulher,WIT
Kamila Almeida Benevides,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Kamila Almeida Benevides,Mulher,Natália de Assis Sousa,Mulher,WIT
Kamila Almeida Benevides,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Letícia Medeiros,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Natália de Assis Sousa,Mulher,WIT
Kelly Bianca Araujo Silva,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Letícia Medeiros,Mulher,Luana Júlia Nunes Ferreira,Mulher,WIT
Letícia Medeiros,Mulher,Natália de Assis Sousa,Mulher,WIT
Letícia Medeiros,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Luana Júlia Nunes Ferreira,Mulher,Natália de Assis Sousa,Mulher,WIT
Luana Júlia Nunes Ferreira,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Natália de Assis Sousa,Mulher,Sunny Kelma Oliveira Miranda,Mulher,WIT
Claiton Correa,Homem,Fernando Oliveira,Homem,ENCompIF
Claiton Correa,Homem,Joaquim Assunção,Homem,ENCompIF
Fernando Oliveira,Homem,Joaquim Assunção,Homem,ENCompIF
Jônatas Wehrmann,Homem,Rodrigo C. Barros,Homem,CTD
Carla N. Lintzmayer,Mulher,Cristina Fernandes,Mulher,ETC
Carla N. Lintzmayer,Mulher,Mário César San Felice,Homem,ETC
Cristina Fernandes,Mulher,Mário César San Felice,Homem,ETC
Kadidja Valéria R. Oliveira,Mulher,Sylvana Karla S. L. Santos,Mulher,ENCompIF
Adriano F. Borgatto,Homem,Christiane Gresse von Wangenheim,Mulher,WEI
Adriano F. Borgatto,Homem,Gustavo de Castro Salvador,Homem,WEI
Adriano F. Borgatto,Homem,Marcelo Fernando Rauber,Homem,WEI
Christiane Gresse von Wangenheim,Mulher,Gustavo de Castro Salvador,Homem,WEI
Christiane Gresse von Wangenheim,Mulher,Marcelo Fernando Rauber,Homem,WEI
Gustavo de Castro Salvador,Homem,Marcelo Fernando Rauber,Homem,WEI
Adiel de Almeida Filho,Homem,Diogo Lima Silva,Homem,SEMISH
Adiel de Almeida Filho,Homem,Julio Cezar Silva,Homem,SEMISH
Diogo Lima Silva,Homem,Julio Cezar Silva,Homem,SEMISH
João Ricardo dos S. Rosa,Homem,Natasha Malveira C. Valentim,Mulher,WEI
Heloneida Coelho,Mulher,Olavo Brito Neto,Homem,ENCompIF
Cândida Nunes da Silva,Mulher,Orlando Lee,Homem,ETC
Cândida Nunes da Silva,Mulher,Vinícius de Souza Carvalho,Homem,ETC
Orlando Lee,Homem,Vinícius de Souza Carvalho,Homem,ETC
Cândida Nunes da Silva,Mulher,Lucas Rigo Yoshimura,Homem,CTIC
Cândida Nunes da Silva,Mulher,Maycon Sambinelli,Homem,CTIC
Cândida Nunes da Silva,Mulher,Orlando Lee,Homem,CTIC
Lucas Rigo Yoshimura,Homem,Maycon Sambinelli,Homem,CTIC
Lucas Rigo Yoshimura,Homem,Orlando Lee,Homem,CTIC
Maycon Sambinelli,Homem,Orlando Lee,Homem,CTIC
Ana Alencar,Mulher,Anna Marques,Mulher,WIT
Ana Alencar,Mulher,Karina Branco,Mulher,WIT
Ana Alencar,Mulher,Maria Mendes,Mulher,WIT
Ana Alencar,Mulher,Valéria Pinheiro,Mulher,WIT
Anna Marques,Mulher,Karina Branco,Mulher,WIT
Anna Marques,Mulher,Maria Mendes,Mulher,WIT
Anna Marques,Mulher,Valéria Pinheiro,Mulher,WIT
Karina Branco,Mulher,Maria Mendes,Mulher,WIT
Karina Branco,Mulher,Valéria Pinheiro,Mulher,WIT
Maria Mendes,Mulher,Valéria Pinheiro,Mulher,WIT
Alexandre Costa,Homem,Flávia Delicato,Mulher,SBCUP
Alexandre Costa,Homem,Jose Souza,Homem,SBCUP
Flávia Delicato,Mulher,Jose Souza,Homem,SBCUP
Evilasio Costa Junior,Homem,Leonardo Rocha,Homem,SBCUP
Evilasio Costa Junior,Homem,Rafael Gomes,Homem,SBCUP
Evilasio Costa Junior,Homem,Rossana Andrade,Mulher,SBCUP
Leonardo Rocha,Homem,Rafael Gomes,Homem,SBCUP
Leonardo Rocha,Homem,Rossana Andrade,Mulher,SBCUP
Rafael Gomes,Homem,Rossana Andrade,Mulher,SBCUP
Ana Carla Kruger Leite,Mulher,Cibelle Amorim Martins,Mulher,WIT
Ana Carla Kruger Leite,Mulher,Clara Marques Bodart,Mulher,WIT
Ana Carla Kruger Leite,Mulher,Márcia Gonçalves Oliveira,Mulher,WIT
Ana Carla Kruger Leite,Mulher,Soraya Roberta dos Santos Medeiros,Mulher,WIT
Cibelle Amorim Martins,Mulher,Clara Marques Bodart,Mulher,WIT
Cibelle Amorim Martins,Mulher,Márcia Gonçalves Oliveira,Mulher,WIT
Cibelle Amorim Martins,Mulher,Soraya Roberta dos Santos Medeiros,Mulher,WIT
Clara Marques Bodart,Mulher,Márcia Gonçalves Oliveira,Mulher,WIT
Clara Marques Bodart,Mulher,Soraya Roberta dos Santos Medeiros,Mulher,WIT
Márcia Gonçalves Oliveira,Mulher,Soraya Roberta dos Santos Medeiros,Mulher,WIT
Ana Silva,Mulher,Kenny Domingues,Homem,ETC
Ana Silva,Mulher,Yuri Silva de Oliveira,Homem,ETC
Kenny Domingues,Homem,Yuri Silva de Oliveira,Homem,ETC
Ronney Moreira Castro,Homem,Tadeu Moreira de Classe,Homem,WEI
Maria Luíza López Cruz,Mulher,Raquel Souza Francisco Bravo,Mulher,ETC
Fernando A. Teixeira,Homem,Marconi de Arruda Pereira,Homem,WEI
Fernando A. Teixeira,Homem,Sérgio de Oliveira,Homem,WEI
Marconi de Arruda Pereira,Homem,Sérgio de Oliveira,Homem,WEI
Ernane Martins,Homem,Luís Gouveia,Homem,WEI
Antonio L. Amadeu,Homem,Eduardo M. Pereira,Homem,SEMISH
Antonio L. Amadeu,Homem,Fernando Vinturin,Homem,SEMISH
Antonio L. Amadeu,Homem,Guilherme A. Zimeo Morais,Homem,SEMISH
Antonio L. Amadeu,Homem,Maickel Hubner,Homem,SEMISH
Antonio L. Amadeu,Homem,Marcelo Santos,Homem,SEMISH
Eduardo M. Pereira,Homem,Fernando Vinturin,Homem,SEMISH
Eduardo M. Pereira,Homem,Guilherme A. Zimeo Morais,Homem,SEMISH
Eduardo M. Pereira,Homem,Maickel Hubner,Homem,SEMISH
Eduardo M. Pereira,Homem,Marcelo Santos,Homem,SEMISH
Fernando Vinturin,Homem,Guilherme A. Zimeo Morais,Homem,SEMISH
Fernando Vinturin,Homem,Maickel Hubner,Homem,SEMISH
Fernando Vinturin,Homem,Marcelo Santos,Homem,SEMISH
Guilherme A. Zimeo Morais,Homem,Maickel Hubner,Homem,SEMISH
Guilherme A. Zimeo Morais,Homem,Marcelo Santos,Homem,SEMISH
Maickel Hubner,Homem,Marcelo Santos,Homem,SEMISH
Renato F. Bulcão-Neto,Homem,Thalia S. Santana,Mulher,SBCUP
Bruno Gadelha,Homem,Fabian de Oliveira Lopes,Homem,WASHES
Ayslan Trevizan Possebom,Homem,Carlos Roberto Beleti Junior,Homem,WEI
Ayslan Trevizan Possebom,Homem,César Alberto da Silva,Homem,WEI
Ayslan Trevizan Possebom,Homem,Daniela Eloise Flôr,Mulher,WEI
Ayslan Trevizan Possebom,Homem,Eduardo Henrique Molina da Cruz,Homem,WEI
Ayslan Trevizan Possebom,Homem,Paulo César Gonçalves,Homem,WEI
Ayslan Trevizan Possebom,Homem,Rodrigo Hübner,Homem,WEI
Carlos Roberto Beleti Junior,Homem,César Alberto da Silva,Homem,WEI
Carlos Roberto Beleti Junior,Homem,Daniela Eloise Flôr,Mulher,WEI
Carlos Roberto Beleti Junior,Homem,Eduardo Henrique Molina da Cruz,Homem,WEI
Carlos Roberto Beleti Junior,Homem,Paulo César Gonçalves,Homem,WEI
Carlos Roberto Beleti Junior,Homem,Rodrigo Hübner,Homem,WEI
César Alberto da Silva,Homem,Daniela Eloise Flôr,Mulher,WEI
César Alberto da Silva,Homem,Eduardo Henrique Molina da Cruz,Homem,WEI
César Alberto da Silva,Homem,Paulo César Gonçalves,Homem,WEI
César Alberto da Silva,Homem,Rodrigo Hübner,Homem,WEI
Daniela Eloise Flôr,Mulher,Eduardo Henrique Molina da Cruz,Homem,WEI
Daniela Eloise Flôr,Mulher,Paulo César Gonçalves,Homem,WEI
Daniela Eloise Flôr,Mulher,Rodrigo Hübner,Homem,WEI
Eduardo Henrique Molina da Cruz,Homem,Paulo César Gonçalves,Homem,WEI
Eduardo Henrique Molina da Cruz,Homem,Rodrigo Hübner,Homem,WEI
Paulo César Gonçalves,Homem,Rodrigo Hübner,Homem,WEI
Ana Cecília M. de Melo,Mulher,Glaucia M. M. Campos,Mulher,WIT
Ana Luisa D. Almeida,Mulher,Gabriel C. Carrara,Homem,ENCompIF
Ana Luisa D. Almeida,Mulher,Isabele B. Prates,Mulher,ENCompIF
Ana Luisa D. Almeida,Mulher,João Gabriel R. Silva,Homem,ENCompIF
Ana Luisa D. Almeida,Mulher,Letícia C. T. Nascimento,Mulher,ENCompIF
Ana Luisa D. Almeida,Mulher,Pedro H. O. Souza,Homem,ENCompIF
Ana Luisa D. Almeida,Mulher,Renato C. Cani,Homem,ENCompIF
Ana Luisa D. Almeida,Mulher,Thiago R. Almeida,Homem,ENCompIF
Gabriel C. Carrara,Homem,Isabele B. Prates,Mulher,ENCompIF
Gabriel C. Carrara,Homem,João Gabriel R. Silva,Homem,ENCompIF
Gabriel C. Carrara,Homem,Letícia C. T. Nascimento,Mulher,ENCompIF
Gabriel C. Carrara,Homem,Pedro H. O. Souza,Homem,ENCompIF
Gabriel C. Carrara,Homem,Renato C. Cani,Homem,ENCompIF
Gabriel C. Carrara,Homem,Thiago R. Almeida,Homem,ENCompIF
Isabele B. Prates,Mulher,João Gabriel R. Silva,Homem,ENCompIF
Isabele B. Prates,Mulher,Letícia C. T. Nascimento,Mulher,ENCompIF
Isabele B. Prates,Mulher,Pedro H. O. Souza,Homem,ENCompIF
Isabele B. Prates,Mulher,Renato C. Cani,Homem,ENCompIF
Isabele B. Prates,Mulher,Thiago R. Almeida,Homem,ENCompIF
João Gabriel R. Silva,Homem,Letícia C. T. Nascimento,Mulher,ENCompIF
João Gabriel R. Silva,Homem,Pedro H. O. Souza,Homem,ENCompIF
João Gabriel R. Silva,Homem,Renato C. Cani,Homem,ENCompIF
João Gabriel R. Silva,Homem,Thiago R. Almeida,Homem,ENCompIF
Letícia C. T. Nascimento,Mulher,Pedro H. O. Souza,Homem,ENCompIF
Letícia C. T. Nascimento,Mulher,Renato C. Cani,Homem,ENCompIF
Letícia C. T. Nascimento,Mulher,Thiago R. Almeida,Homem,ENCompIF
Pedro H. O. Souza,Homem,Renato C. Cani,Homem,ENCompIF
Pedro H. O. Souza,Homem,Thiago R. Almeida,Homem,ENCompIF
Renato C. Cani,Homem,Thiago R. Almeida,Homem,ENCompIF
Aíla Maciel,Mulher,Gabriela Felipa Souza,Mulher,WIT
Aíla Maciel,Mulher,Patrícia Araújo de Oliveira,Mulher,WIT
Gabriela Felipa Souza,Mulher,Patrícia Araújo de Oliveira,Mulher,WIT
Dante A. C. Barone,Homem,Guilherme W. P. dos Santos,Homem,WEI
Dante A. C. Barone,Homem,Ives C. Passos,Homem,WEI
Dante A. C. Barone,Homem,Leonardo F. B. S. Carvalho,Homem,WEI
Guilherme W. P. dos Santos,Homem,Ives C. Passos,Homem,WEI
Guilherme W. P. dos Santos,Homem,Leonardo F. B. S. Carvalho,Homem,WEI
Ives C. Passos,Homem,Leonardo F. B. S. Carvalho,Homem,WEI
Gláucia Braga e Silva,Mulher,Maria Theresa Arruda Henriques,Mulher,WIT
Gláucia Braga e Silva,Mulher,Thais Regina de M. B. Silva,Mulher,WIT
Maria Theresa Arruda Henriques,Mulher,Thais Regina de M. B. Silva,Mulher,WIT
Fabrizio Franzoia,Homem,Fernanda Pires,Mulher,WIT
Fabrizio Franzoia,Homem,Marcela Pessoa,Mulher,WIT
Fernanda Pires,Mulher,Marcela Pessoa,Mulher,WIT
Daniel da A. Souza,Homem,Diego L. Cardoso,Homem,SEMISH
Daniel da A. Souza,Homem,Igor W. A. Falcão,Homem,SEMISH
Daniel da A. Souza,Homem,Paulo H. A. Pereira,Homem,SEMISH
Daniel da A. Souza,Homem,Rafael F. Vieira,Homem,SEMISH
Daniel da A. Souza,Homem,Rita de C. P. Cunha,Mulher,SEMISH
Diego L. Cardoso,Homem,Igor W. A. Falcão,Homem,SEMISH
Diego L. Cardoso,Homem,Paulo H. A. Pereira,Homem,SEMISH
Diego L. Cardoso,Homem,Rafael F. Vieira,Homem,SEMISH
Diego L. Cardoso,Homem,Rita de C. P. Cunha,Mulher,SEMISH
Igor W. A. Falcão,Homem,Paulo H. A. Pereira,Homem,SEMISH
Igor W. A. Falcão,Homem,Rafael F. Vieira,Homem,SEMISH
Igor W. A. Falcão,Homem,Rita de C. P. Cunha,Mulher,SEMISH
Paulo H. A. Pereira,Homem,Rafael F. Vieira,Homem,SEMISH
Paulo H. A. Pereira,Homem,Rita de C. P. Cunha,Mulher,SEMISH
Rafael F. Vieira,Homem,Rita de C. P. Cunha,Mulher,SEMISH
Carla N. Lintzmayer,Mulher,Denis G. Fantinato,Homem,ETC
Carla N. Lintzmayer,Mulher,Lucas F. Muniz,Homem,ETC
Denis G. Fantinato,Homem,Lucas F. Muniz,Homem,ETC
Benilda Silva,Mulher,Carlos Portela,Homem,WEI
Benilda Silva,Mulher,Fabricio Farias,Homem,WEI
Benilda Silva,Mulher,Leonardo Gonçalves,Homem,WEI
Benilda Silva,Mulher,Rafael Santos,Homem,WEI
Carlos Portela,Homem,Fabricio Farias,Homem,WEI
Carlos Portela,Homem,Leonardo Gonçalves,Homem,WEI
Carlos Portela,Homem,Rafael Santos,Homem,WEI
Fabricio Farias,Homem,Leonardo Gonçalves,Homem,WEI
Fabricio Farias,Homem,Rafael Santos,Homem,WEI
Leonardo Gonçalves,Homem,Rafael Santos,Homem,WEI
Anna Helena Reali Costa,Mulher,Felipe Leno da Silva,Homem,CTD
Anderson J. C. Sena,Homem,Fabricio J. B. Brito,Homem,WPerformance
Anderson J. C. Sena,Homem,Filipe C. Fernandes,Homem,WPerformance
Anderson J. C. Sena,Homem,Ramon C. F. Araújo,Homem,WPerformance
Anderson J. C. Sena,Homem,Rodrigo M. S. Oliveira,Homem,WPerformance
Fabricio J. B. Brito,Homem,Filipe C. Fernandes,Homem,WPerformance
Fabricio J. B. Brito,Homem,Ramon C. F. Araújo,Homem,WPerformance
Fabricio J. B. Brito,Homem,Rodrigo M. S. Oliveira,Homem,WPerformance
Filipe C. Fernandes,Homem,Ramon C. F. Araújo,Homem,WPerformance
Filipe C. Fernandes,Homem,Rodrigo M. S. Oliveira,Homem,WPerformance
Ramon C. F. Araújo,Homem,Rodrigo M. S. Oliveira,Homem,WPerformance
Aron Miranda Henrique-Alves,Homem,Helton Maia,Homem,SEMISH
Aron Miranda Henrique-Alves,Homem,John Victor Alves Luiz,Homem,SEMISH
Aron Miranda Henrique-Alves,Homem,Richardson Santiago Teles de Menezes,Homem,SEMISH
Aron Miranda Henrique-Alves,Homem,Rossana Moreno Santa Cruz,Mulher,SEMISH
Helton Maia,Homem,John Victor Alves Luiz,Homem,SEMISH
Helton Maia,Homem,Richardson Santiago Teles de Menezes,Homem,SEMISH
Helton Maia,Homem,Rossana Moreno Santa Cruz,Mulher,SEMISH
John Victor Alves Luiz,Homem,Richardson Santiago Teles de Menezes,Homem,SEMISH
John Victor Alves Luiz,Homem,Rossana Moreno Santa Cruz,Mulher,SEMISH
Richardson Santiago Teles de Menezes,Homem,Rossana Moreno Santa Cruz,Mulher,SEMISH
Cleverson Nahum,Homem,Lucas Nóvoa,Homem,SEMISH
Cleverson Nahum,Homem,Silvia Lins,Mulher,SEMISH
Cleverson Nahum,Homem,Virgínia Tavares,Mulher,SEMISH
Lucas Nóvoa,Homem,Silvia Lins,Mulher,SEMISH
Lucas Nóvoa,Homem,Virgínia Tavares,Mulher,SEMISH
Silvia Lins,Mulher,Virgínia Tavares,Mulher,SEMISH
Claudia Motta,Mulher,Paulo Roberto Filho,Homem,SEMISH
Claudia Motta,Mulher,Walkir Brito,Homem,SEMISH
Claudia Motta,Mulher,Zeca Borges,Homem,SEMISH
Paulo Roberto Filho,Homem,Walkir Brito,Homem,SEMISH
Paulo Roberto Filho,Homem,Zeca Borges,Homem,SEMISH
Walkir Brito,Homem,Zeca Borges,Homem,SEMISH
Larissa M. da F. Galeno,Mulher,Maria Eduarda H. Lucena,Mulher,WIT
Larissa M. da F. Galeno,Mulher,Maria Luiza M. Campos,Mulher,WIT
Larissa M. da F. Galeno,Mulher,Tainá da S. Lima,Mulher,WIT
Maria Eduarda H. Lucena,Mulher,Maria Luiza M. Campos,Mulher,WIT
Maria Eduarda H. Lucena,Mulher,Tainá da S. Lima,Mulher,WIT
Maria Luiza M. Campos,Mulher,Tainá da S. Lima,Mulher,WIT
Antônio K. B. Fernandes,Homem,Guilherme O. Mota,Homem,ETC
Antônio K. B. Fernandes,Homem,Hugo M. Vicente,Homem,ETC
Antônio K. B. Fernandes,Homem,Maurício Collares,Homem,ETC
Guilherme O. Mota,Homem,Hugo M. Vicente,Homem,ETC
Guilherme O. Mota,Homem,Maurício Collares,Homem,ETC
Hugo M. Vicente,Homem,Maurício Collares,Homem,ETC
Manoel Horta Ribeiro,Homem,Virgílio A. F. Almeida,Homem,CTD
Manoel Horta Ribeiro,Homem,Wagner Meira Jr,Homem,CTD
Virgílio A. F. Almeida,Homem,Wagner Meira Jr,Homem,CTD
Eduardo E. Mosca,Homem,Francisco A. Rocha,Homem,SBCUP
Eduardo E. Mosca,Homem,Gabriel G. Silva,Homem,SBCUP
Eduardo E. Mosca,Homem,Rafael L. Gomes,Homem,SBCUP
Francisco A. Rocha,Homem,Gabriel G. Silva,Homem,SBCUP
Francisco A. Rocha,Homem,Rafael L. Gomes,Homem,SBCUP
Gabriel G. Silva,Homem,Rafael L. Gomes,Homem,SBCUP
Carla Sanches Nere dos Santos,Mulher,Igor Muzetti Pereira,Homem,SEMISH
Carla Sanches Nere dos Santos,Mulher,Vicente José Peixoto de Amorim,Homem,SEMISH
